,Altura,Año,Nombre,Peso,Yardas_totales
68,180.0,1946,"Fekete, John", 200,0
69,195.072,2009,"Fells, Daniel", 260,"1,334"
70,182.88,2012,"Felton, Jerome", 248,178
71,180.0,1958,"Felton, Ralph", 210,0.0
72,188.976,1966,"Felts, Bobby", 202,207
73,175.0,2002,"Fenderson, James", 200,79
74,175.0,1945,"Fenenbock, Chuck", 174,323
0,182.88,1990,"Fenerty, Gill", 205,832
1,185.928,1947,"Fenimore, Bob", 195,189
2,180.0,1993,"Fenner, Derrick", 240,"2,996"
3,185.928,1989,"Fenney, Rick", 242,"1,508"
4,188.976,1957,"Ferguson, Howie", 218,"2,558"
5,177.5,1963,"Ferguson, Larry", 195,23
6,180.0,1962,"Ferguson, Bob", 220,209
7,182.88,2009,"Ferguson, Rodney", 234,0
8,185.928,1982,"Ferguson, Vagas", 204,"1,163"
9,182.88,1986,"Ferrell, Earl", 225,"2,950"
10,182.88,1978,"Ferrell, Bob", 216,692
11,177.5,2006,"Ferri, Diamond", 223,0
12,180.0,1952,"Ferris, Neil", 181,0.0
13,,1923,"Fetz, Gus", 158,0
14,182.88,2011,"Fiammetta, Tony", 250,26
15,172.5,1945,"Filipowicz, Steve", 200,0.0
16,180.0,1956,"Filipski, Gene", 185,174
17,172.5,1926,"Finch, Olen", 180,0
18,170.0,2014,"Finch, Roy", 180,0
19,180.0,2011,"Finley, Jay", 203,0
20,182.88,2004,"Finn, Jim", 245,30
21,170.0,1924,"Finn, Jack", 172,0
22,172.5,1926,"Fischer, Clarke", 165,0
23,175.0,1949,"Fischer, Clete", 170,72
24,185.928,2004,"Fisher, Tony", 222,889
25,180.0,1925,"Fisher, Darrell", 190,0
26,180.0,1921,"Fishman, Alec", 218,0
27,177.5,1923,"Fitzgerald, France", 185,0
28,188.976,1981,"Fitzgerald, Mickey", 235,0
29,172.5,1929,"Fitzgibbon, Paul", 176,-1
30,195.072,2007,"Fitzsimmons, Casey", 260,677
31,182.88,1989,"Flagler, Terrence", 200,237
32,,1923,"Flaherty, Jim", 198,0
33,175.0,2014,"Flanders, Timothy", 210,0
34,180.0,1923,"Flavin, Jack", 187,0
35,180.0,1961,"Fleming, George", 188,112
36,182.88,2006,"Fleming, Troy", 245,40
37,185.928,1930,"Flenniken, Mack", 200,0
38,167.5,1920,"Fletcher, Andy", 165,0
39,172.5,1999,"Fletcher, Terrell", 196,"1,871"
40,185.928,1961,"Flowers, Charlie", 220,416
41,182.88,1988,"Flowers, Kenny", 210,85
42,182.88,2006,"Flowers, Little John", 215,0
43,182.88,1952,"Floyd, Bobby Jack", 210,306
44,188.976,1999,"Floyd, Chris", 235,33
45,185.928,1989,"Floyd, Victor", 201,15
46,185.928,1997,"Floyd, William", 242,"1,141"
47,172.5,1926,"Foley, Jim", 165,0
48,182.88,1939,"Folk, Dick", 200,0
49,175.0,1930,"Follet, Beryl", 165,0
50,182.88,1987,"Fontenot, Herman", 206,370
51,172.5,1960,"Ford, Fred", 180,194
52,188.976,1968,"Ford, Garrett", 230,186
53,182.88,1955,"Ford, Henry", 180,27
54,182.88,1971,"Ford, James", 200,407
55,177.5,2012,"Ford, Jason", 251,0
56,177.5,2014,"Ford, Michael", 216,0
57,180.0,1944,"Fordham, Jim", 215,534
58,188.976,1977,"Foreman, Chuck", 210,"5,950"
59,180.0,1948,"Forkovitch, Nick", 195,0
60,172.5,2012,"Forsett, Justin", 195,"3,890"
61,180.0,2003,"Forsey, Brock", 208,244
62,172.5,1926,"Forst, Dutch", 195,0
63,182.88,1978,"Forte, Ike", 203,511
64,182.88,1950,"Forte, Bob", 199,331
65,192.024,2006,"Foschi, J.P.", 265,297
66,185.928,2013,"Foster, Arian", 227,"6,527"
67,177.5,1992,"Foster, Barry", 218,"3,943"
68,182.88,2005,"Foster, DeShaun", 222,"3,570"
69,180.0,1987,"Foster, Derrick", 205,9
70,180.0,1923,"Foster, Fred", 185,0
71,182.88,1967,"Foster, Gene", 220,"1,613"
72,188.976,1985,"Fowler, Bobby", 230,4
73,177.5,1948,"Fowler, Aubrey", 160,0.0
74,180.0,1962,"Fowler, Bobby", 212,27
0,192.024,1987,"Fowler, Todd", 222,36
1,177.5,1960,"Fowler, Willmer", 185,372
2,185.928,1943,"Fox, Terry", 208,97
3,177.5,1934,"Frahm, Dick", 195,0.0
4,175.0,1946,"Franceschi, Pete", 170,0
5,185.928,1963,"Francis, Dave", 210,0
6,177.5,1926,"Francis, Gene", 190,0
7,182.88,1939,"Francis, Sam", 207,873
8,180.0,1987,"Francis, Jon", 207,138
9,185.928,1958,"Francis, Joe", 195,3
10,185.928,1979,"Francis, Phil", 205,154
11,182.88,1944,"Franck, George", 176,506
12,192.024,1977,"Franckowiak, Mike", 220,26
13,177.5,1983,"Franklin, Andra", 225,"2,232"
14,188.976,1979,"Franklin, Cleveland", 216,635
15,192.024,1978,"Franklin, George", 225,-8
16,177.5,2013,"Franklin, Johnathan", 205,107
17,185.928,1986,"Franklin, Pat", 232,7
18,188.976,1932,"Franklin, Paul", 198,19
19,180.0,1962,"Frazier, Al", 180,278
20,172.5,1989,"Frazier, Paul", 188,112
21,188.976,2003,"Frederick, Spencer", 250,0
22,188.976,1968,"Frederickson, Tucker", 220,"2,209"
23,185.928,1959,"Freeman, Bobby", 202,0.0
24,177.5,1946,"Fritsch, Ted", 210,"2,200"
25,185.928,1975,"Fritts, Stan", 215,575
26,177.5,1927,"Fry, Wes", 190,0
27,180.0,1987,"Frye, Phil", 180,4
28,182.88,2001,"Fuamatu-Ma'afala, Chris", 252,964
29,180.0,1961,"Fuller, Charley", 175,134
30,175.0,1992,"Fuller, Eddie", 201,39
31,177.5,1944,"Fuller, Larry", 192,10
32,180.0,1989,"Fullwood, Brent", 209,"1,702"
33,180.0,1973,"Fuqua, John", 205,"3,031"
34,182.88,2011,"Gable, C.J.", 205,0
35,182.88,1992,"Gaddis, Mike", 217,0
36,177.5,2007,"Gado, Samkon", 227,972
37,185.928,1945,"Gaffney, Jim", 204,90
38,180.0,1947,"Gafford, Monk", 195,0.0
39,177.5,1974,"Gagnon, Dave", 210,15
40,180.0,1992,"Gainer, Derrick", 240,120
41,185.928,1979,"Gaines, Clark", 206,"2,552"
42,185.928,1978,"Gaines, Lawrence", 237,892
43,180.0,1962,"Gaiters, Bob", 210,673
44,180.0,1984,"Gajan, Hokie", 220,"1,358"
45,182.88,1982,"Galbreath, Tony", 228,"4,072"
46,185.928,1960,"Galimore, Willie", 187,"2,985"
47,182.88,1944,"Gallarneau, Hugh", 190,"1,421"
48,180.0,2003,"Galloway, Ahmaad", 223,0
49,185.928,1948,"Gambino, Lu", 205,0
50,188.976,2009,"Gamble, Joel", 260,0
51,177.5,1990,"Gamble, Kenny", 197,24
52,192.024,1968,"Gamble, R.C.", 220,346
53,185.928,2012,"Ganaway, Terrance", 240,0
54,182.88,1979,"Gant, Earl", 207,228
55,175.0,2008,"Ganther, Quinton", 220,280
56,177.5,1922,"Gardella, Gus", 190,0
57,188.976,1994,"Gardner, Carwell", 240,749
58,180.0,1949,"Garlin, Don", 188,3
59,177.5,1999,"Garner, Charlie", 190,"7,097"
60,172.5,1986,"Garner, Dwight", 183,0
61,175.0,1921,"Garrett, Budge", 200,0
62,170.0,1982,"Garrett, Alvin", 178,412
63,180.0,1973,"Garrett, Carl", 210,"4,197"
64,180.0,1966,"Garrett, J.D.", 195,434
65,175.0,1970,"Garrett, Mike", 191,"5,481"
66,182.88,1970,"Garrison, Walt", 205,"3,886"
67,182.88,1964,"Garron, Larry", 195,"2,981"
68,182.88,1979,"Garry, Ben", 215,41
69,182.88,1991,"Gary, Cleveland", 226,"2,645"
70,180.0,2001,"Gary, Olandis", 218,"1,998"
71,182.88,1998,"Gash, Sam", 242,327
72,185.928,2015,"Gaskins, Kendall", 238,38
73,182.88,2006,"Gates, Lionel", 223,0
74,188.976,1944,"Gauer, Charlie", 213,0.0
0,185.928,1961,"Gault, Billy", 185,0
1,185.928,1964,"Gautt, Prentice", 210,"2,466"
2,177.5,1923,"Gavin, Buck", 179,0
3,185.928,2001,"Gay, Benjamin", 227,172
4,180.0,1955,"Gedman, Gene", 195,"1,221"
5,180.0,1945,"Gehrke, Fred", 189,"1,664"
6,172.5,1987,"Gentry, Dennis", 173,764
7,182.88,1941,"Gentry, Lee", 198,13
8,192.024,2000,"George, Eddie", 235,"10,441"
9,175.0,1998,"George, Spencer", 200,0
10,167.5,1920,"Gepford, Sid", 152,0
11,182.88,2012,"Gerhart, Toby", 235,"1,675"
12,177.5,1951,"Geri, Joe", 185,"1,550"
13,177.5,1944,"Geyer, Bill", 173,54
14,175.0,1941,"Ghecas, Lou", 175,0
15,175.0,1979,"Giammona, Louie", 180,682
16,177.5,1955,"Giancanelli, Hal", 182,711
17,180.0,1982,"Giaquinto, Nick", 205,178
18,175.0,1924,"Giaver, Bill", 190,0
19,188.976,2011,"Gidrey, Kevin", 256,0
20,185.928,1958,"Gifford, Frank", 197,"3,609"
21,192.024,1964,"Gilchrist, Cookie", 251,"4,293"
22,185.928,2008,"Giles, Lavarus", 230,0
23,185.928,1986,"Gill, Owen", 230,490
24,185.928,1964,"Gill, Roger", 200,85
25,177.5,1984,"Gillespie, Fernandars", 185,18
26,175.0,2002,"Gillespie, Robert", 190,0
27,192.024,1963,"Gillett, Fred", 225,8
28,185.928,1944,"Gillette, Jim", 185,831
29,185.928,1972,"Gilliam, John", 195,"7,056"
30,177.5,1923,"Gillo, Hank", 195,0
31,182.88,1952,"Gilmer, Harry", 169,45
32,177.5,1974,"Ginn, Hubert", 185,521
33,182.88,1971,"Gipson, Paul", 210,491
34,180.0,1952,"Girard, Jug", 176,703
35,180.0,1971,"Gladieux, Bob", 195,239
36,180.0,1987,"Gladman, Charles", 205,29
37,180.0,1948,"Glamp, Joe", 180,161
38,180.0,2008,"Glatthaar, Bradley", 245,0
39,172.5,1922,"Glick, Eddie", 165,0
40,188.976,1960,"Glick, Gary", 195,0.0
41,177.5,1943,"Gloden, Fred", 187,55
42,182.88,1956,"Goad, Paul", 195,0
43,180.0,1954,"Goble, Les", 158,53
44,182.88,2005,"Goings, Nick", 225,"1,470"
45,180.0,1943,"Goldberg, Marshall", 190,"1,644"
46,182.88,1949,"Golding, Joe", 184,0.0
47,185.928,2006,"Goldsberry, Jon", 246,0
48,180.0,1954,"Goldston, Ralph", 195,203
49,180.0,1926,"Golsen, Gene", 188,0
50,185.928,1948,"Gompers, Bill", 185,0
51,177.5,1942,"Gonda, George", 175,147
52,185.928,1974,"Gonzalez, Noe", 210,0
53,180.0,1930,"Goodbread, Royce", 207,0
54,180.0,1988,"Goode, Kerry", 200,231
55,195.072,1952,"Goode, Rob", 222,"2,531"
56,180.0,2000,"Goodman, Herbert", 205,-3
57,180.0,1973,"Goodman, Les", 206,189
58,180.0,1987,"Goodman, Don", 214,0
59,182.88,2011,"Goodson, Mike", 210,783
60,182.88,2004,"Goodspeed, Joey", 250,6
61,188.976,1967,"Goodwin, Doug", 228,0
62,185.928,2004,"Gordon, Lamar", 223,774
63,180.0,1999,"Gordon, Lennox", 201,51
64,182.88,1939,"Gore, Gordon", 215,7
65,175.0,1923,"Gorgal, Alex", 180,0
66,182.88,1946,"Gorgone, Pete", 220,0
67,185.928,1946,"Gorinski, Walt", 207,3
68,,1922,"Gozdowski, Hippo", 1  ,0
69,188.976,1968,"Grabowski, Jim", 220,"1,731"
70,175.0,2008,"Graham, Earnest", 225,"2,047"
71,180.0,1999,"Graham, Jay", 215,454
72,175.0,1994,"Graham, Scottie", 217,"1,267"
73,182.88,1948,"Graham, Mike", 200,0
74,175.0,2013,"Graham, Ray", 193,8
0,177.5,1996,"Graham, Roger", 217,0
1,182.88,1974,"Grandberry, Ken", 195,475
2,182.88,1953,"Grandelius, Sonny", 195,278
3,182.88,1929,"Grange, Red", 180,569
4,185.928,1969,"Granger, Hoyle", 225,"3,653"
5,175.0,1986,"Granger, Norm", 225,12
6,185.928,1995,"Grant, Rupert", 233,0
7,185.928,2009,"Grant, Ryan", 222,"4,148"
8,177.5,2014,"Gray, Cyrus", 206,99
9,177.5,2014,"Gray, Jonas", 225,588
10,175.0,1992,"Gray, Mel", 171,99
11,185.928,1996,"Gray, Oscar", 255,4
12,172.5,1923,"Gray Horse, null", 190,0
13,182.88,2004,"Green, Ahman", 218,"9,205"
14,188.976,2013,"Green, Alex", 220,510
15,188.976,2001,"Green, Anthony", 245,0
16,175.0,1978,"Green, Tony", 185,82
17,180.0,1972,"Green, Arthur", 198,51
18,180.0,1985,"Green, Boyce", 215,"1,561"
19,177.5,1982,"Green, David", 200,0
20,180.0,1995,"Green, David", 193,0
21,180.0,2006,"Green, DeJuan", 205,0
22,188.976,1965,"Green, Ernie", 205,"3,204"
23,177.5,1990,"Green, Gaston", 189,"2,136"
24,188.976,1994,"Green, Harold", 222,"4,365"
25,180.0,2007,"Green, Justin", 251,4
26,180.0,1991,"Green, Mark", 181,496
27,182.88,2001,"Green, Mike", 250,142
28,172.5,1994,"Green, Robert", 212,"1,038"
29,177.5,2012,"Green, Stephfon", 193,0
30,182.88,2004,"Green, William", 217,"2,109"
31,182.88,1975,"Green, Woody", 205,"1,442"
32,180.0,2011,"Green-Ellis, BenJarvus", 220,"3,914"
33,175.0,1930,"Greenberg, Ben", 170,0
34,177.5,1998,"Greene, Scott", 240,157
35,180.0,2011,"Greene, Shonn", 233,"4,110"
36,185.928,1949,"Greenhalgh, Bob", 200,188
37,180.0,1944,"Greenich, Duke", 185,0
38,182.88,1946,"Greenwood, Don", 190,0.0
39,177.5,1925,"Greenwood, Glenn", 185,0
40,182.88,1968,"Gregory, Ben", 220,283
41,180.0,1923,"Gregory, Gil", 165,0
42,180.0,1973,"Gresham, Bob", 195,"1,360"
43,182.88,2014,"Grice, Marion", 208,41
44,177.5,1996,"Grier, Marrio", 229,180
45,175.0,1979,"Griffin, Archie", 189,"2,808"
46,180.0,1946,"Griffin, Don", 190,0
47,180.0,2012,"Griffin, John", 208,0
48,172.5,1986,"Griffin, Keith", 185,"1,343"
49,170.0,2005,"Griffin, Quentin", 195,656
50,177.5,1987,"Griffin, Steve", 205,0
51,177.5,1987,"Griffin, Steve", 185,-2
52,180.0,1950,"Griffith, Forrest", 190,277
53,182.88,1997,"Griffith, Howard", 240,351
54,182.88,2007,"Griffith, Justin", 230,413
55,182.88,1945,"Grigas, John", 204,"1,581"
56,177.5,1942,"Grigonis, Frank", 182,131
57,180.0,2008,"Grigsby, Boomer", 237,0
58,180.0,2011,"Grigsby, Nic", 199,0
59,185.928,1951,"Grimes, Billy", 195,662
60,180.0,1997,"Groce, Clif", 245,276
61,188.976,1976,"Groce, Ron", 211,18
62,188.976,2012,"Gronkowski, Chris", 245,17
63,182.88,1948,"Groomes, Mel", 178,0.0
64,192.024,1966,"Gros, Earl", 220,"3,157"
65,175.0,2006,"Gross, Tyronne", 213,0
66,185.928,1934,"Grossman, Jack", 193,0.0
67,185.928,1949,"Grossman, Rex", 215,0.0
68,182.88,1936,"Grosvenor, George", 174,"1,307"
69,182.88,1933,"Grove, Roger", 182,0.0
70,177.5,1944,"Grygo, Al", 173,420
71,185.928,2012,"Guidugli, Ben", 248,0
72,182.88,1949,"Gulyanics, George", 198,"2,081"
73,188.976,1984,"Guman, Mike", 216,"1,286"
74,180.0,1984,"Gunter, Mike", 205,12
0,180.0,1936,"Gutowsky, Ace", 201,"3,279"
1,188.976,1943,"Hackney, Elmer", 205,846
2,175.0,1927,"Hadden, Al", 186,0
3,188.976,1987,"Haddix, Michael", 225,"1,635"
4,188.976,1982,"Hadnot, Jim", 244,"1,029"
5,185.928,1967,"Hagberg, Roger", 215,766
6,195.072,1929,"Hagberg, Swede", 219,0
7,182.88,1987,"Hagen, Mike", 240,3
8,180.0,2014,"Hagens, Maurice", 250,0
9,177.5,1930,"Hagerty, Horse", 185,0
10,180.0,1937,"Haines, By", 185,29
11,177.5,1928,"Haines, Hinkey", 170,0
12,188.976,2008,"Hairston, Justise", 220,0
13,177.5,1961,"Haley, Dick", 193,0.0
14,175.0,1929,"Halicki, Eddie", 185,0
15,180.0,2008,"Hall, Ahmard", 241,80
16,177.5,2008,"Hall, Andre", 212,360
17,180.0,2010,"Hall, Bruce", 205,0
18,185.928,1960,"Hall, Ken", 205,212
19,172.5,2004,"Hall, Dante", 187,"1,747"
20,170.0,1981,"Hall, Dino", 165,194
21,172.5,1948,"Hall, Forrest", 158,0
22,182.88,1942,"Hall, Irv", 210,14
23,188.976,2005,"Hall, Joe", 290,0
24,175.0,2014,"Hall, Jordan", 191,0
25,182.88,2009,"Hall, Korey", 236,0
26,182.88,1943,"Hall, Parker", 198,67
27,180.0,1996,"Hall, Tim", 218,127
28,188.976,1998,"Hallock, Ty", 249,0.0
29,175.0,1926,"Hallquist, Stone", 168,0
30,175.0,1920,"Halstrom, Bernie", 160,0
31,182.88,1929,"Hamas, Steve", 195,0
32,172.5,1929,"Hambacher, Ernie", 170,0
33,185.928,2002,"Hambrick, Troy", 233,"2,179"
34,185.928,1926,"Hamer, Tex", 191,0
35,182.88,2010,"Hamilton, Lynell", 235,125
36,188.976,1961,"Hammack, Mal", 205,"1,278"
37,180.0,1975,"Hammond, Gary", 184,64
38,177.5,1978,"Hammond, Bobby", 171,"1,401"
39,182.88,2000,"Hamner, Thomas", 197,0
40,182.88,1973,"Hampton, Dave", 210,"4,536"
41,175.0,2013,"Hampton, Jewel", 210,0
42,180.0,1987,"Hampton, Lorenzo", 205,"1,949"
43,180.0,1994,"Hampton, Rodney", 228,"6,897"
44,185.928,1948,"Hanlon, Bob", 195,0.0
45,188.976,2006,"Hanoian, Greg", 242,0
46,185.928,1987,"Hansen, Bruce", 225,44
47,185.928,1933,"Hansen, Cliff", 190,55
48,177.5,1923,"Hansen, Hal", 200,0
49,185.928,1935,"Hanson, Swede", 192,"2,122"
50,177.5,1998,"Hanspard, Byron", 200,718
51,177.5,1956,"Hanulak, Chet", 185,671
52,195.072,2001,"Hape, Patrick", 254,287
53,177.5,1944,"Hapes, Merle", 190,524
54,188.976,1977,"Hardeman, Don", 235,"1,460"
55,182.88,1979,"Hardeman, Buddy", 196,256
56,180.0,1950,"Harder, Pat", 203,"3,016"
57,182.88,2012,"Hardesty, Montario", 225,537
58,185.928,1986,"Hardy, Andre", 233,94
59,182.88,1955,"Hardy, Carroll", 185,37
60,177.5,1991,"Hardy, Robert", 210,0
61,188.976,1984,"Hargrove, Jim", 228,104
62,185.928,1955,"Harkey, Lem", 205,27
63,182.88,1971,"Harkey, Steve", 215,191
64,172.5,1921,"Harley, Chic", 165,0
65,180.0,1979,"Harmon, Clarence", 204,"1,374"
66,177.5,1985,"Harmon, Derrick", 202,361
67,182.88,1988,"Harmon, Kevin", 190,37
68,180.0,1992,"Harmon, Ronnie", 200,"2,774"
69,185.928,1946,"Harmon, Tommy", 199,547
70,172.5,1981,"Harper, Bruce", 174,"1,829"
71,175.0,2013,"Harper, D.J.", 211,0
72,185.928,1960,"Harper, Darrell", 195,3
73,180.0,1967,"Harper, Jack", 190,197
74,180.0,2011,"Harper, Jamie", 233,74
0,177.5,2015,"Harper, Kenneth", 233,0
1,180.0,1979,"Harper, Roland", 208,"3,044"
2,188.976,1970,"Harraway, Charlie", 215,"3,019"
3,188.976,1984,"Harrell, Sam", 217,15
4,172.5,1979,"Harrell, Willard", 182,"1,378"
5,182.88,1980,"Harrington, LaRue", 210,-7
6,180.0,1982,"Harrington, Perry", 210,683
7,185.928,2006,"Harris, A.J.", 230,0
8,185.928,2015,"Harris, Alonzo", 237,19
9,180.0,2003,"Harris, Antoineo", 225,0
10,177.5,2005,"Harris, Arlen", 212,497
11,177.5,1988,"Harris, Darryl", 178,151
12,180.0,1947,"Harris, Elmore", 175,0
13,175.0,1989,"Harris, Elroy", 218,23
14,188.976,1978,"Harris, Franco", 230,"12,120"
15,185.928,1987,"Harris, Frank", 196,23
16,185.928,2007,"Harris, Gilbert", 223,9
17,185.928,1960,"Harris, John", 195,0.0
18,,1926,"Harris, John", 196,0
19,177.5,2004,"Harris, Joey", 205,53
20,180.0,2014,"Harris, Josh", 210,16
21,182.88,1923,"Harris, Ken", 190,0
22,182.88,2007,"Harris, Kay-Jay", 240,9
23,175.0,1979,"Harris, Leroy", 226,"1,813"
24,185.928,1993,"Harris, Rudy", 255,29
25,182.88,1997,"Harris, Raymont", 230,"2,509"
26,182.88,1998,"Harris, Derrick", 252,43
27,180.0,1987,"Harris, Steve", 194,3
28,175.0,1983,"Harris, Tim", 206,15
29,180.0,1925,"Harris, Jack", 190,0
30,188.976,1970,"Harris, Billy", 204,158
31,180.0,1976,"Harrison, Glynn", 191,41
32,195.072,1973,"Harrison, Jim", 235,"1,099"
33,175.0,2009,"Harrison, Jerome", 205,"1,681"
34,180.0,1976,"Harrison, Reggie", 218,631
35,175.0,1960,"Hart, Pete", 190,113
36,182.88,1976,"Hart, Harold", 206,485
37,198.12,1954,"Hart, Leon", 257,"2,499"
38,175.0,2009,"Hart, Mike", 206,264
39,188.976,2006,"Hartigan, Nick", 220,0
40,182.88,1950,"Hartley, Howard", 185,0.0
41,182.88,1938,"Hartman, Bill", 188,195
42,180.0,1990,"Harvey, John", 185,113
43,182.88,2014,"Harvey, Mario", 264,0
44,182.88,1994,"Harvey, Frank", 245,0
45,175.0,1987,"Harvin, Allen", 200,0
46,182.88,1921,"Hasbrouck, John", 190,0
47,182.88,1975,"Haslerig, Clint", 189,28
48,180.0,1979,"Haslip, Wilbert", 212,1
49,180.0,1962,"Hatcher, Ron", 215,0
50,185.928,1929,"Hauser, Ken", 224,0
51,182.88,2013,"Havili, Stanley", 243,29
52,188.976,1971,"Havrilak, Sam", 195,761
53,182.88,1963,"Hawkins, Alex", 190,787
54,182.88,1979,"Hawkins, Clarence", 205,72
55,175.0,1984,"Hawkins, Frank", 210,"1,659"
56,182.88,1979,"Hawkins, Robert", 195,0
57,188.976,1983,"Hawthorne, Greg", 228,527
58,182.88,1997,"Hayden, Aaron", 216,784
59,182.88,1972,"Hayden, Leo", 210,11
60,175.0,1984,"Hayes, Joe", 185,0
61,172.5,2012,"Hayes, Michael", 200,0
62,180.0,1922,"Hayes, Norb", 175,0
63,192.024,1961,"Hayes, Ray", 235,319
64,185.928,1969,"Hayes, Wendell", 220,"3,758"
65,185.928,1974,"Hayman, Gary", 198,61
66,188.976,2015,"Hayne, Jarryd", 220,52
67,182.88,1964,"Haynes, Abner", 190,"4,630"
68,177.5,2007,"Haynes, Alex", 223,3
69,182.88,1952,"Haynes, Hall", 187,0.0
70,175.0,2006,"Haynes, Verron", 222,738
71,180.0,1975,"Haywood, Al", 215,0
72,182.88,1948,"Hazelhurst, Robert", 188,15
73,180.0,1955,"Heap, Joe", 185,29
74,185.928,1947,"Heap, Walt", 210,0.0
0,177.5,2015,"Heard, Braylon", 198,0
1,177.5,1986,"Heard, Herman", 184,"2,694"
2,172.5,1924,"Hearden, Les", 165,0
3,175.0,1928,"Hearden, Tom", 178,0
4,180.0,1999,"Hearst, Garrison", 215,"7,966"
5,188.976,1972,"Heater, Don", 205,0
6,180.0,1982,"Heater, Larry", 205,373
7,180.0,1976,"Heath, Clayton", 195,0
8,185.928,1952,"Heath, Leon", 203,813
9,172.5,1995,"Hebron, Vaughn", 192,"1,137"
10,180.0,1987,"Hector, Johnny", 200,"4,280"
11,192.024,2007,"Hedgecock, Madison", 266,2
12,177.5,1926,"Heimsch, Johnny", 175,0
13,180.0,1987,"Heimuli, Lakei", 219,128
14,180.0,1935,"Heller, Warren", 195,972
15,180.0,2013,"Helu, Roy", 220,"1,171"
16,185.928,1991,"Henderson, Keith", 220,755
17,175.0,2006,"Henderson, Taurean", 210,0
18,,1920,"Henderson, Wilbur", 195,0
19,185.928,2001,"Henderson, William", 252,426
20,177.5,1920,"Hendren, Johnny", 175,0
21,175.0,1924,"Hendrian, Dutch", 182,0
22,182.88,1994,"Hendrickson, Steve", 250,48
23,177.5,1994,"Henesey, Brian", 215,0
24,177.5,1962,"Henley, Carey", 201,2
25,177.5,1998,"Henley, June", 226,313
26,180.0,2009,"Henry, Chris", 234,122
27,185.928,2003,"Henry, Leonard", 210,141
28,175.0,2004,"Henry, Travis", 230,"6,086"
29,192.024,1975,"Henson, Champ", 240,38
30,182.88,1960,"Herndon, Don", 195,0
31,177.5,2014,"Herron, Dan", 213,468
32,,1974,"Herron, Mack", 170,"1,298"
33,180.0,2007,"Herron, Noah", 220,273
34,175.0,1922,"Hess, Wally", 174,0
35,180.0,2010,"Hester, Jacob", 225,400
36,192.024,2001,"Hetherington, Chris", 245,91
37,180.0,1993,"Heyward, Craig", 265,"4,301"
38,180.0,1967,"Hickey, Bo", 230,263
39,188.976,1959,"Hickman, Larry", 227,40
40,182.88,2000,"Hicks, Skip", 230,"1,109"
41,188.976,1979,"Hicks, Eddie", 210,50
42,177.5,2003,"Hicks, Dwone", 222,0
43,180.0,2005,"Hicks, Maurice", 205,869
44,182.88,1996,"Hicks, Michael", 194,106
45,170.0,1992,"Higgs, Mark", 199,"2,959"
46,185.928,1989,"Highsmith, Alonzo", 234,"1,195"
47,182.88,1972,"Highsmith, Don", 210,327
48,195.072,1975,"Hill, Calvin", 227,"6,083"
49,172.5,1925,"Hill, Chuck", 190,0
50,182.88,1925,"Hill, Charley", 183,0
51,177.5,1929,"Hill, Don", 175,0
52,188.976,1981,"Hill, Eddie", 205,443
53,180.0,1965,"Hill, Jerry", 210,"2,668"
54,180.0,1996,"Hill, Greg", 212,"3,218"
55,185.928,1932,"Hill, Irv", 207,163
56,177.5,2015,"Hill, Keshawn", 200,0
57,180.0,1964,"Hill, Mack Lee", 225,"1,203"
58,180.0,2001,"Hill, Madre", 199,0
59,177.5,2014,"Hill, Michael", 210,23
60,177.5,2009,"Hill, P.J.", 218,0
61,175.0,2011,"Hill, Patrick", 242,0
62,188.976,2006,"Hill, Quadtrine", 230,0
63,182.88,1947,"Hillenbrand, Billy", 188,0
64,172.5,1990,"Hilliard, Dalton", 196,"4,164"
65,180.0,2010,"Hilliard, Lex", 235,163
66,188.976,2011,"Hillis, Peyton", 250,"2,832"
67,180.0,1947,"Hillman, Bill", 200,0
68,177.5,1933,"Hinchman, Curly", 190,171
69,180.0,2013,"Hines, Quentin", 190,0
70,182.88,1944,"Hinkle, Jack", 195,"1,067"
71,180.0,1936,"Hinkle, Clarke", 202,"3,860"
72,180.0,1980,"Hipp, I.M.", 201,0
73,177.5,1948,"Hirsch, Buckets", 207,0.0
74,188.976,1952,"Hirsch, Crazy Legs", 190,"6,299"
0,188.976,1943,"Hoague, Joe", 203,282
1,180,1965,"Hoak, Dick", 195,"3,965"
2,180,1994,"Hoard, Leroy", 225,"3,964"
3,177.5,1926,"Hobson, Ben", 190,0
4,188.976,1953,"Hodel, Merwin", 205,11
5,185.928,2003,"Hodgins, James", 275,31
6,195.072,1949,"Hoerner, Dick", 220,"2,172"
7,180,1950,"Hoernschemeyer, Bob", 194,"2,439"
8,188.976,2012,"Hoese, Jon", 248,0
9,182.88,1978,"Hofer, Paul", 195,"1,746"
10,172.5,1925,"Hoffman, Jake", 188,0
11,188.976,1953,"Hoffman, John", 215,"1,366"
12,182.88,1964,"Hoffman, Dalton", 207,14
13,185.928,1944,"Hoffman, Bob", 208,0.0
14,188.976,1978,"Hogan, Mike", 213,"1,835"
15,188.976,1991,"Hoge, Merril", 230,"3,139"
16,180,2001,"Holcombe, Robert", 220,"1,141"
17,170,1920,"Hole, Mickey", 180,0
18,182.88,1989,"Holifield, John", 202,20
19,185.928,1989,"Holland, Jamie", 186,"1,037"
20,182.88,1948,"Hollar, John", 223,42
21,170,1923,"Holleran, Tom", 165,0
22,180,1996,"Holliday, Marcus", 222,0
